genome_ID	azored_pa
MGYG-HGUT-00899	absent
MGYG-HGUT-00900	absent
MGYG-HGUT-00901	absent
MGYG-HGUT-00902	present
MGYG-HGUT-00903	absent
MGYG-HGUT-00904	absent
MGYG-HGUT-00905	present
MGYG-HGUT-00906	absent
MGYG-HGUT-00907	present
MGYG-HGUT-00908	present
MGYG-HGUT-00909	absent
MGYG-HGUT-00910	absent
MGYG-HGUT-00911	absent
MGYG-HGUT-00912	present
MGYG-HGUT-00913	present
MGYG-HGUT-00914	present
MGYG-HGUT-00915	present
MGYG-HGUT-00916	present
MGYG-HGUT-00917	absent
MGYG-HGUT-00918	present
MGYG-HGUT-00919	present
MGYG-HGUT-00920	absent
MGYG-HGUT-00921	present
MGYG-HGUT-00922	present
MGYG-HGUT-00923	present
MGYG-HGUT-00924	absent
MGYG-HGUT-00925	absent
MGYG-HGUT-00926	present
MGYG-HGUT-00927	present
MGYG-HGUT-00928	present
MGYG-HGUT-00929	absent
MGYG-HGUT-00930	absent
MGYG-HGUT-00931	present
MGYG-HGUT-00932	absent
MGYG-HGUT-00933	absent
MGYG-HGUT-00934	present
MGYG-HGUT-00935	absent
MGYG-HGUT-00936	present
MGYG-HGUT-00937	absent
MGYG-HGUT-00938	absent
MGYG-HGUT-00939	present
MGYG-HGUT-00940	present
MGYG-HGUT-00941	present
MGYG-HGUT-00942	absent
MGYG-HGUT-00943	absent
MGYG-HGUT-00944	present
MGYG-HGUT-00945	absent
MGYG-HGUT-00946	present
MGYG-HGUT-00947	present
MGYG-HGUT-00948	absent
MGYG-HGUT-00949	present
MGYG-HGUT-00950	absent
MGYG-HGUT-00951	present
MGYG-HGUT-00952	absent
MGYG-HGUT-00953	absent
MGYG-HGUT-00954	present
MGYG-HGUT-00955	present
MGYG-HGUT-00956	present
MGYG-HGUT-00957	absent
MGYG-HGUT-00958	absent
MGYG-HGUT-00959	absent
MGYG-HGUT-00960	absent
MGYG-HGUT-00961	absent
MGYG-HGUT-00962	absent
MGYG-HGUT-00963	present
MGYG-HGUT-00964	absent
MGYG-HGUT-00965	absent
MGYG-HGUT-00966	absent
MGYG-HGUT-00967	absent
MGYG-HGUT-00968	present
MGYG-HGUT-00969	present
MGYG-HGUT-00970	present
MGYG-HGUT-00971	present
MGYG-HGUT-00972	present
MGYG-HGUT-00973	absent
MGYG-HGUT-00974	absent
MGYG-HGUT-00975	absent
MGYG-HGUT-00976	absent
MGYG-HGUT-00977	absent
MGYG-HGUT-00978	present
MGYG-HGUT-00979	present
MGYG-HGUT-00980	present
MGYG-HGUT-00981	present
MGYG-HGUT-00982	absent
MGYG-HGUT-00983	present
MGYG-HGUT-00984	absent
MGYG-HGUT-00985	present
MGYG-HGUT-00986	present
MGYG-HGUT-00987	absent
MGYG-HGUT-00988	present
MGYG-HGUT-00989	present
MGYG-HGUT-00990	absent
MGYG-HGUT-00991	present
MGYG-HGUT-00992	absent
MGYG-HGUT-00993	present
MGYG-HGUT-00994	absent
MGYG-HGUT-00995	present
MGYG-HGUT-00996	present
MGYG-HGUT-00997	absent
MGYG-HGUT-00998	absent
MGYG-HGUT-00999	absent
MGYG-HGUT-01000	absent
MGYG-HGUT-01001	present
MGYG-HGUT-01002	present
MGYG-HGUT-01003	present
MGYG-HGUT-01004	absent
MGYG-HGUT-01005	present
MGYG-HGUT-01006	absent
MGYG-HGUT-01007	absent
MGYG-HGUT-01008	absent
MGYG-HGUT-01009	present
MGYG-HGUT-01010	present
MGYG-HGUT-01011	present
MGYG-HGUT-01012	absent
MGYG-HGUT-01013	present
MGYG-HGUT-01014	absent
MGYG-HGUT-01015	absent
MGYG-HGUT-01016	absent
MGYG-HGUT-01017	present
MGYG-HGUT-01018	absent
MGYG-HGUT-01019	present
MGYG-HGUT-01020	absent
MGYG-HGUT-01021	absent
MGYG-HGUT-01022	absent
MGYG-HGUT-01023	absent
MGYG-HGUT-01024	absent
MGYG-HGUT-01025	absent
MGYG-HGUT-01026	present
MGYG-HGUT-01027	absent
MGYG-HGUT-01028	absent
MGYG-HGUT-01029	absent
MGYG-HGUT-01030	present
MGYG-HGUT-01031	absent
MGYG-HGUT-01032	absent
MGYG-HGUT-01033	absent
MGYG-HGUT-01034	present
MGYG-HGUT-01035	present
MGYG-HGUT-01036	absent
MGYG-HGUT-01037	absent
MGYG-HGUT-01038	absent
MGYG-HGUT-01039	absent
MGYG-HGUT-01040	present
MGYG-HGUT-01041	absent
MGYG-HGUT-01042	absent
MGYG-HGUT-01043	absent
MGYG-HGUT-01044	absent
MGYG-HGUT-01045	absent
MGYG-HGUT-01046	absent
MGYG-HGUT-01047	absent
MGYG-HGUT-01048	absent
MGYG-HGUT-01049	present
MGYG-HGUT-01050	absent
MGYG-HGUT-01051	absent
MGYG-HGUT-01052	present
MGYG-HGUT-01053	absent
MGYG-HGUT-01054	present
MGYG-HGUT-01055	absent
MGYG-HGUT-01056	absent
MGYG-HGUT-01057	absent
MGYG-HGUT-01058	absent
MGYG-HGUT-01059	absent
MGYG-HGUT-01060	present
MGYG-HGUT-01061	present
MGYG-HGUT-01062	present
MGYG-HGUT-01063	present
MGYG-HGUT-01064	present
MGYG-HGUT-01065	present
MGYG-HGUT-01066	absent
MGYG-HGUT-01067	present
MGYG-HGUT-01068	present
MGYG-HGUT-01069	present
MGYG-HGUT-01070	absent
MGYG-HGUT-01071	present
MGYG-HGUT-01072	absent
MGYG-HGUT-01073	absent
MGYG-HGUT-01074	absent
MGYG-HGUT-01075	present
MGYG-HGUT-01076	absent
MGYG-HGUT-01077	present
MGYG-HGUT-01078	present
MGYG-HGUT-01079	present
MGYG-HGUT-01080	present
MGYG-HGUT-01081	present
MGYG-HGUT-01082	absent
MGYG-HGUT-01083	absent
MGYG-HGUT-01084	present
MGYG-HGUT-01085	present
MGYG-HGUT-01086	absent
MGYG-HGUT-01087	absent
MGYG-HGUT-01088	present
MGYG-HGUT-01089	absent
MGYG-HGUT-01090	absent
MGYG-HGUT-01091	present
MGYG-HGUT-01092	present
MGYG-HGUT-01093	present
MGYG-HGUT-01094	present
MGYG-HGUT-01095	present
MGYG-HGUT-01096	present
MGYG-HGUT-01097	absent
MGYG-HGUT-01098	absent
MGYG-HGUT-01099	present
MGYG-HGUT-01100	present
MGYG-HGUT-01101	absent
MGYG-HGUT-01102	present
MGYG-HGUT-01103	absent
MGYG-HGUT-01104	absent
MGYG-HGUT-01105	present
MGYG-HGUT-01106	absent
MGYG-HGUT-01107	present
MGYG-HGUT-01108	present
MGYG-HGUT-01109	present
MGYG-HGUT-01110	absent
MGYG-HGUT-01111	absent
MGYG-HGUT-01112	present
MGYG-HGUT-01113	present
MGYG-HGUT-01114	present
MGYG-HGUT-01115	absent
MGYG-HGUT-01116	absent
MGYG-HGUT-01117	absent
MGYG-HGUT-01118	present
MGYG-HGUT-01119	absent
MGYG-HGUT-01120	present
MGYG-HGUT-01121	present
MGYG-HGUT-01122	present
MGYG-HGUT-01123	present
MGYG-HGUT-01124	absent
MGYG-HGUT-01125	absent
MGYG-HGUT-01126	present
MGYG-HGUT-01127	present
MGYG-HGUT-01128	present
MGYG-HGUT-01129	absent
MGYG-HGUT-01130	present
MGYG-HGUT-01131	present
MGYG-HGUT-01132	present
MGYG-HGUT-01133	absent
MGYG-HGUT-01134	present
MGYG-HGUT-01135	present
MGYG-HGUT-01136	absent
MGYG-HGUT-01137	present
MGYG-HGUT-01138	present
MGYG-HGUT-01139	absent
MGYG-HGUT-01140	present
MGYG-HGUT-01141	present
MGYG-HGUT-01142	present
MGYG-HGUT-01143	absent
MGYG-HGUT-01144	absent
MGYG-HGUT-01145	absent
MGYG-HGUT-01146	absent
MGYG-HGUT-01147	present
MGYG-HGUT-01148	absent
MGYG-HGUT-01149	absent
MGYG-HGUT-01150	present
MGYG-HGUT-01151	absent
MGYG-HGUT-01152	present
MGYG-HGUT-01153	absent
MGYG-HGUT-01154	present
MGYG-HGUT-01155	absent
MGYG-HGUT-01156	absent
MGYG-HGUT-01157	absent
MGYG-HGUT-01158	present
MGYG-HGUT-01159	absent
MGYG-HGUT-01160	present
MGYG-HGUT-01161	present
MGYG-HGUT-01162	absent
MGYG-HGUT-01163	absent
MGYG-HGUT-01164	absent
MGYG-HGUT-01165	present
MGYG-HGUT-01166	present
MGYG-HGUT-01167	absent
MGYG-HGUT-01168	present
MGYG-HGUT-01169	present
MGYG-HGUT-01170	absent
MGYG-HGUT-01171	absent
MGYG-HGUT-01172	absent
MGYG-HGUT-01173	present
MGYG-HGUT-01174	present
MGYG-HGUT-01175	absent
MGYG-HGUT-01176	present
MGYG-HGUT-01177	absent
MGYG-HGUT-01178	absent
MGYG-HGUT-01179	present
MGYG-HGUT-01180	absent
MGYG-HGUT-01181	absent
MGYG-HGUT-01182	absent
MGYG-HGUT-01183	absent
MGYG-HGUT-01184	absent
MGYG-HGUT-01185	absent
MGYG-HGUT-01186	absent
MGYG-HGUT-01187	absent
MGYG-HGUT-01188	present
MGYG-HGUT-01189	absent
MGYG-HGUT-01190	present
MGYG-HGUT-01191	present
MGYG-HGUT-01192	absent
MGYG-HGUT-01193	absent
MGYG-HGUT-01194	present
MGYG-HGUT-01195	absent
MGYG-HGUT-01196	present
MGYG-HGUT-01197	present
MGYG-HGUT-01198	present
MGYG-HGUT-01199	present
MGYG-HGUT-01200	present
MGYG-HGUT-01201	absent
MGYG-HGUT-01202	absent
MGYG-HGUT-01203	present
MGYG-HGUT-01204	absent
MGYG-HGUT-01205	absent
MGYG-HGUT-01206	absent
MGYG-HGUT-01207	present
MGYG-HGUT-01208	present
MGYG-HGUT-01209	absent
MGYG-HGUT-01210	absent
MGYG-HGUT-01211	absent
MGYG-HGUT-01212	present
MGYG-HGUT-01213	present
MGYG-HGUT-01214	absent
MGYG-HGUT-01215	present
MGYG-HGUT-01216	absent
MGYG-HGUT-01217	present
MGYG-HGUT-01218	absent
MGYG-HGUT-01219	absent
MGYG-HGUT-01220	absent
MGYG-HGUT-01221	present
MGYG-HGUT-01222	absent
MGYG-HGUT-01223	present
MGYG-HGUT-01224	present
MGYG-HGUT-01225	present
MGYG-HGUT-01226	absent
MGYG-HGUT-01227	present
MGYG-HGUT-01228	absent
MGYG-HGUT-01229	absent
MGYG-HGUT-01230	absent
MGYG-HGUT-01231	present
MGYG-HGUT-01232	present
MGYG-HGUT-01233	present
MGYG-HGUT-01234	absent
MGYG-HGUT-01235	absent
MGYG-HGUT-01236	present
MGYG-HGUT-01237	present
MGYG-HGUT-01238	absent
MGYG-HGUT-01239	absent
MGYG-HGUT-01240	absent
MGYG-HGUT-01241	present
MGYG-HGUT-01242	present
MGYG-HGUT-01243	present
MGYG-HGUT-01244	absent
MGYG-HGUT-01245	present
MGYG-HGUT-01246	absent
MGYG-HGUT-01247	absent
MGYG-HGUT-01248	absent
MGYG-HGUT-01249	absent
MGYG-HGUT-01250	absent
MGYG-HGUT-01251	present
MGYG-HGUT-01252	absent
MGYG-HGUT-01253	absent
MGYG-HGUT-01254	absent
MGYG-HGUT-01255	absent
MGYG-HGUT-01256	absent
MGYG-HGUT-01257	absent
MGYG-HGUT-01258	absent
MGYG-HGUT-01259	absent
MGYG-HGUT-01260	present
MGYG-HGUT-01261	present
MGYG-HGUT-01262	present
MGYG-HGUT-01263	present
MGYG-HGUT-01264	present
MGYG-HGUT-01265	present
MGYG-HGUT-01266	present
MGYG-HGUT-01267	present
MGYG-HGUT-01268	absent
MGYG-HGUT-01269	present
MGYG-HGUT-01270	absent
MGYG-HGUT-01271	absent
MGYG-HGUT-01272	present
MGYG-HGUT-01273	present
MGYG-HGUT-01274	present
MGYG-HGUT-01275	present
MGYG-HGUT-01276	present
MGYG-HGUT-01277	present
MGYG-HGUT-01278	absent
MGYG-HGUT-01279	present
MGYG-HGUT-01280	absent
MGYG-HGUT-01281	absent
MGYG-HGUT-01282	present
MGYG-HGUT-01283	present
MGYG-HGUT-01284	present
MGYG-HGUT-01285	present
MGYG-HGUT-01286	absent
MGYG-HGUT-01287	absent
MGYG-HGUT-01288	absent
MGYG-HGUT-01289	present
MGYG-HGUT-01290	absent
MGYG-HGUT-01291	absent
MGYG-HGUT-01292	absent
MGYG-HGUT-01293	present
MGYG-HGUT-01294	present
MGYG-HGUT-01295	present
MGYG-HGUT-01296	present
MGYG-HGUT-01297	present
MGYG-HGUT-01298	present
MGYG-HGUT-01299	absent
MGYG-HGUT-01300	absent
MGYG-HGUT-01301	absent
MGYG-HGUT-01302	absent
MGYG-HGUT-01303	absent
MGYG-HGUT-01304	absent
MGYG-HGUT-01305	present
MGYG-HGUT-01306	absent
MGYG-HGUT-01307	present
MGYG-HGUT-01308	present
MGYG-HGUT-01309	present
MGYG-HGUT-01310	absent
MGYG-HGUT-01311	present
MGYG-HGUT-01312	present
MGYG-HGUT-01313	absent
MGYG-HGUT-01314	absent
MGYG-HGUT-01315	absent
MGYG-HGUT-01316	present
MGYG-HGUT-01317	present
MGYG-HGUT-01318	present
MGYG-HGUT-01319	absent
MGYG-HGUT-01320	present
MGYG-HGUT-01321	present
MGYG-HGUT-01322	absent
MGYG-HGUT-01323	present
MGYG-HGUT-01324	absent
MGYG-HGUT-01325	absent
MGYG-HGUT-01326	present
MGYG-HGUT-01327	absent
MGYG-HGUT-01328	present
MGYG-HGUT-01329	present
MGYG-HGUT-01330	present
MGYG-HGUT-01331	present
MGYG-HGUT-01332	present
MGYG-HGUT-01333	present
MGYG-HGUT-01334	present
MGYG-HGUT-01335	present
MGYG-HGUT-01336	present
MGYG-HGUT-01337	present
MGYG-HGUT-01338	absent
MGYG-HGUT-01339	absent
MGYG-HGUT-01340	present
MGYG-HGUT-01341	present
MGYG-HGUT-01342	present
MGYG-HGUT-01343	present
MGYG-HGUT-01344	present
MGYG-HGUT-01345	present
MGYG-HGUT-01346	absent
MGYG-HGUT-01347	absent
MGYG-HGUT-01348	present
MGYG-HGUT-01349	present
MGYG-HGUT-01350	present
MGYG-HGUT-01351	present
MGYG-HGUT-01352	absent
MGYG-HGUT-01353	present
MGYG-HGUT-01354	present
MGYG-HGUT-01355	absent
MGYG-HGUT-01356	present
MGYG-HGUT-01357	present
MGYG-HGUT-01358	present
MGYG-HGUT-01359	present
MGYG-HGUT-01360	absent
MGYG-HGUT-01361	present
MGYG-HGUT-01362	present
MGYG-HGUT-01363	present
MGYG-HGUT-01364	absent
MGYG-HGUT-01365	absent
MGYG-HGUT-01366	present
MGYG-HGUT-01367	absent
MGYG-HGUT-01368	present
MGYG-HGUT-01369	present
MGYG-HGUT-01370	absent
MGYG-HGUT-01371	present
MGYG-HGUT-01372	absent
MGYG-HGUT-01373	present
MGYG-HGUT-01374	present
MGYG-HGUT-01375	absent
MGYG-HGUT-01376	present
MGYG-HGUT-01377	present
MGYG-HGUT-01378	present
MGYG-HGUT-01379	absent
MGYG-HGUT-01380	absent
MGYG-HGUT-01381	present
MGYG-HGUT-01382	present
MGYG-HGUT-01383	present
MGYG-HGUT-01384	present
MGYG-HGUT-01385	present
MGYG-HGUT-01386	absent
MGYG-HGUT-01387	present
MGYG-HGUT-01388	present
MGYG-HGUT-01389	absent
MGYG-HGUT-01390	present
MGYG-HGUT-01391	present
MGYG-HGUT-01392	present
MGYG-HGUT-01393	present
MGYG-HGUT-01394	present
MGYG-HGUT-01395	present
MGYG-HGUT-01396	present
MGYG-HGUT-01397	present
MGYG-HGUT-01398	absent
MGYG-HGUT-01399	present
MGYG-HGUT-01400	present
MGYG-HGUT-01401	present
MGYG-HGUT-01402	absent
MGYG-HGUT-01403	present
MGYG-HGUT-01404	present
MGYG-HGUT-01405	present
MGYG-HGUT-01406	present
MGYG-HGUT-01407	present
MGYG-HGUT-01408	present
MGYG-HGUT-01409	absent
MGYG-HGUT-01410	present
MGYG-HGUT-01411	present
MGYG-HGUT-01412	present
MGYG-HGUT-01413	present
MGYG-HGUT-01414	absent
MGYG-HGUT-01415	absent
MGYG-HGUT-01416	present
MGYG-HGUT-01417	present
MGYG-HGUT-01418	present
MGYG-HGUT-01419	present
MGYG-HGUT-01420	absent
MGYG-HGUT-01421	present
MGYG-HGUT-01422	present
MGYG-HGUT-01423	present
MGYG-HGUT-01424	absent
MGYG-HGUT-01425	absent
MGYG-HGUT-01426	present
MGYG-HGUT-01427	present
MGYG-HGUT-01428	present
MGYG-HGUT-01429	present
MGYG-HGUT-01430	absent
MGYG-HGUT-01431	present
MGYG-HGUT-01432	present
MGYG-HGUT-01433	present
MGYG-HGUT-01434	present
MGYG-HGUT-01435	present
MGYG-HGUT-01436	present
MGYG-HGUT-01437	present
MGYG-HGUT-01438	present
MGYG-HGUT-01439	present
MGYG-HGUT-01440	present
MGYG-HGUT-01441	present
MGYG-HGUT-01442	present
MGYG-HGUT-01443	present
MGYG-HGUT-01444	present
MGYG-HGUT-01445	present
MGYG-HGUT-01446	absent
MGYG-HGUT-01447	present
MGYG-HGUT-01448	absent
MGYG-HGUT-01449	present
MGYG-HGUT-01450	present
MGYG-HGUT-01451	present
MGYG-HGUT-01452	absent
MGYG-HGUT-01453	present
MGYG-HGUT-01454	absent
MGYG-HGUT-01455	present
MGYG-HGUT-01456	absent
MGYG-HGUT-01457	present
MGYG-HGUT-01458	absent
MGYG-HGUT-01459	absent
MGYG-HGUT-01460	present
MGYG-HGUT-01461	present
MGYG-HGUT-01462	present
MGYG-HGUT-01463	present
MGYG-HGUT-01464	present
MGYG-HGUT-01465	present
MGYG-HGUT-01466	present
MGYG-HGUT-01467	present
MGYG-HGUT-01468	present
MGYG-HGUT-01469	present
MGYG-HGUT-01470	present
MGYG-HGUT-01471	present
MGYG-HGUT-01472	present
MGYG-HGUT-01473	absent
MGYG-HGUT-01474	present
MGYG-HGUT-01475	present
MGYG-HGUT-01476	present
MGYG-HGUT-01477	present
MGYG-HGUT-01478	present
MGYG-HGUT-01479	present
MGYG-HGUT-01480	present
MGYG-HGUT-01481	present
MGYG-HGUT-01482	present
MGYG-HGUT-01483	present
MGYG-HGUT-01484	present
MGYG-HGUT-01485	present
MGYG-HGUT-01486	present
MGYG-HGUT-01487	absent
MGYG-HGUT-01488	present
MGYG-HGUT-01489	present
MGYG-HGUT-01490	absent
MGYG-HGUT-01491	present
MGYG-HGUT-01492	present
MGYG-HGUT-01493	absent
MGYG-HGUT-01494	present
MGYG-HGUT-01495	absent
MGYG-HGUT-01496	present
MGYG-HGUT-01497	absent
MGYG-HGUT-01498	present
MGYG-HGUT-01499	present
MGYG-HGUT-01500	present
MGYG-HGUT-01501	present
MGYG-HGUT-01502	present
MGYG-HGUT-01503	present
MGYG-HGUT-01504	absent
MGYG-HGUT-01505	absent
MGYG-HGUT-01506	present
MGYG-HGUT-01507	present
MGYG-HGUT-01508	present
MGYG-HGUT-01509	absent
MGYG-HGUT-01510	absent
MGYG-HGUT-01511	present
MGYG-HGUT-01512	present
MGYG-HGUT-01513	present
MGYG-HGUT-01514	present
MGYG-HGUT-01515	absent
MGYG-HGUT-01516	present
MGYG-HGUT-01517	present
MGYG-HGUT-01518	present
MGYG-HGUT-01519	absent
MGYG-HGUT-01520	present
MGYG-HGUT-01521	present
MGYG-HGUT-01522	absent
MGYG-HGUT-01523	present
MGYG-HGUT-01524	present
MGYG-HGUT-01525	present
MGYG-HGUT-01526	present
MGYG-HGUT-01527	absent
MGYG-HGUT-01528	absent
MGYG-HGUT-01529	present
MGYG-HGUT-01530	absent
MGYG-HGUT-01531	absent
MGYG-HGUT-01532	absent
MGYG-HGUT-01533	present
MGYG-HGUT-01534	present
MGYG-HGUT-01535	present
MGYG-HGUT-01536	present
MGYG-HGUT-01537	present
MGYG-HGUT-01538	present
MGYG-HGUT-01539	absent
MGYG-HGUT-01540	present
MGYG-HGUT-01541	absent
MGYG-HGUT-01542	present
MGYG-HGUT-01543	present
MGYG-HGUT-01544	present
MGYG-HGUT-01545	present
MGYG-HGUT-01546	present
MGYG-HGUT-01547	present
MGYG-HGUT-01548	present
MGYG-HGUT-01549	present
MGYG-HGUT-01550	absent
MGYG-HGUT-01551	present
MGYG-HGUT-01552	absent
MGYG-HGUT-01553	present
MGYG-HGUT-01554	present
MGYG-HGUT-01555	present
MGYG-HGUT-01556	present
MGYG-HGUT-01557	absent
MGYG-HGUT-01558	present
MGYG-HGUT-01559	present
MGYG-HGUT-01560	present
MGYG-HGUT-01561	present
MGYG-HGUT-01562	present
MGYG-HGUT-01563	absent
MGYG-HGUT-01564	absent
MGYG-HGUT-01565	absent
MGYG-HGUT-01566	absent
MGYG-HGUT-01567	present
MGYG-HGUT-01568	absent
MGYG-HGUT-01569	absent
MGYG-HGUT-01570	absent
MGYG-HGUT-01571	present
MGYG-HGUT-01572	absent
MGYG-HGUT-01573	present
MGYG-HGUT-01574	absent
MGYG-HGUT-01575	present
MGYG-HGUT-01576	present
MGYG-HGUT-01577	absent
MGYG-HGUT-01578	present
MGYG-HGUT-01579	present
MGYG-HGUT-01580	absent
MGYG-HGUT-01581	present
MGYG-HGUT-01582	absent
MGYG-HGUT-01583	absent
MGYG-HGUT-01584	absent
MGYG-HGUT-01585	present
MGYG-HGUT-01586	present
MGYG-HGUT-01587	present
MGYG-HGUT-01588	present
MGYG-HGUT-01589	present
MGYG-HGUT-01590	present
MGYG-HGUT-01591	present
MGYG-HGUT-01592	present
MGYG-HGUT-01593	absent
MGYG-HGUT-01594	absent
MGYG-HGUT-01595	present
MGYG-HGUT-01596	present
MGYG-HGUT-01597	absent
MGYG-HGUT-01598	present
MGYG-HGUT-01599	absent
MGYG-HGUT-01600	present
MGYG-HGUT-01601	absent
MGYG-HGUT-01602	absent
MGYG-HGUT-01603	absent
MGYG-HGUT-01604	present
MGYG-HGUT-01605	absent
MGYG-HGUT-01606	absent
MGYG-HGUT-01607	absent
MGYG-HGUT-01608	absent
MGYG-HGUT-01609	present
MGYG-HGUT-01610	absent
MGYG-HGUT-01611	present
MGYG-HGUT-01612	present
MGYG-HGUT-01613	absent
MGYG-HGUT-01614	absent
MGYG-HGUT-01615	present
MGYG-HGUT-01616	present
MGYG-HGUT-01617	absent
MGYG-HGUT-01618	present
MGYG-HGUT-01619	absent
MGYG-HGUT-01620	absent
MGYG-HGUT-01621	present
MGYG-HGUT-01622	absent
MGYG-HGUT-01623	present
MGYG-HGUT-01624	present
MGYG-HGUT-01625	present
MGYG-HGUT-01626	absent
MGYG-HGUT-01627	absent
MGYG-HGUT-01628	present
MGYG-HGUT-01629	absent
MGYG-HGUT-01630	present
MGYG-HGUT-01631	present
MGYG-HGUT-01632	present
MGYG-HGUT-01633	absent
MGYG-HGUT-01634	present
MGYG-HGUT-01635	absent
MGYG-HGUT-01636	absent
MGYG-HGUT-01637	absent
MGYG-HGUT-01638	absent
MGYG-HGUT-01639	present
MGYG-HGUT-01640	absent
MGYG-HGUT-01641	present
MGYG-HGUT-01642	present
MGYG-HGUT-01643	present
MGYG-HGUT-01644	absent
MGYG-HGUT-01645	absent
MGYG-HGUT-01646	absent
MGYG-HGUT-01647	absent
MGYG-HGUT-01648	absent
MGYG-HGUT-01649	present
MGYG-HGUT-01650	absent
MGYG-HGUT-01651	present
MGYG-HGUT-01652	absent
MGYG-HGUT-01653	present
MGYG-HGUT-01654	absent
MGYG-HGUT-01655	absent
MGYG-HGUT-01656	present
MGYG-HGUT-01657	absent
MGYG-HGUT-01658	absent
MGYG-HGUT-01659	present
MGYG-HGUT-01660	present
MGYG-HGUT-01661	present
MGYG-HGUT-01662	absent
MGYG-HGUT-01663	present
MGYG-HGUT-01664	present
MGYG-HGUT-01665	present
MGYG-HGUT-01666	absent
MGYG-HGUT-01667	absent
MGYG-HGUT-01668	absent
MGYG-HGUT-01669	absent
MGYG-HGUT-01670	absent
MGYG-HGUT-01671	absent
MGYG-HGUT-01672	absent
MGYG-HGUT-01673	absent
MGYG-HGUT-01674	absent
MGYG-HGUT-01675	absent
MGYG-HGUT-01676	absent
MGYG-HGUT-01677	absent
MGYG-HGUT-01678	absent
MGYG-HGUT-01679	present
MGYG-HGUT-01680	absent
MGYG-HGUT-01681	absent
MGYG-HGUT-01682	present
MGYG-HGUT-01683	absent
MGYG-HGUT-01684	absent
MGYG-HGUT-01685	absent
MGYG-HGUT-01686	absent
MGYG-HGUT-01687	absent
MGYG-HGUT-01688	present
MGYG-HGUT-01689	absent
MGYG-HGUT-01690	present
MGYG-HGUT-01691	present
MGYG-HGUT-01692	present
MGYG-HGUT-01693	present
MGYG-HGUT-01694	present
MGYG-HGUT-01695	present
MGYG-HGUT-01696	present
MGYG-HGUT-01697	present
MGYG-HGUT-01698	present
MGYG-HGUT-01699	present
MGYG-HGUT-01700	present
MGYG-HGUT-01701	present
MGYG-HGUT-01702	present
MGYG-HGUT-01703	present
MGYG-HGUT-01704	absent
MGYG-HGUT-01705	present
MGYG-HGUT-01706	present
MGYG-HGUT-01707	absent
MGYG-HGUT-01708	present
MGYG-HGUT-01709	present
MGYG-HGUT-01710	present
MGYG-HGUT-01711	absent
MGYG-HGUT-01712	present
MGYG-HGUT-01713	present
MGYG-HGUT-01714	absent
MGYG-HGUT-01715	present
MGYG-HGUT-01716	present
MGYG-HGUT-01717	present
MGYG-HGUT-01718	present
MGYG-HGUT-01719	present
MGYG-HGUT-01720	present
MGYG-HGUT-01721	absent
MGYG-HGUT-01722	absent
MGYG-HGUT-01723	absent
MGYG-HGUT-01724	present
MGYG-HGUT-01725	absent
MGYG-HGUT-01726	present
MGYG-HGUT-01727	present
MGYG-HGUT-01728	absent
MGYG-HGUT-01729	present
MGYG-HGUT-01730	absent
MGYG-HGUT-01731	present
MGYG-HGUT-01732	absent
MGYG-HGUT-01733	absent
MGYG-HGUT-01734	present
MGYG-HGUT-01735	present
MGYG-HGUT-01736	present
MGYG-HGUT-01737	absent
MGYG-HGUT-01738	absent
MGYG-HGUT-01739	absent
MGYG-HGUT-01740	present
MGYG-HGUT-01741	present
MGYG-HGUT-01742	present
MGYG-HGUT-01743	absent
MGYG-HGUT-01744	present
MGYG-HGUT-01745	absent
MGYG-HGUT-01746	absent
MGYG-HGUT-01747	present
MGYG-HGUT-01748	absent
MGYG-HGUT-01749	absent
MGYG-HGUT-01750	present
MGYG-HGUT-01751	absent
MGYG-HGUT-01752	absent
MGYG-HGUT-01753	present
MGYG-HGUT-01754	absent
MGYG-HGUT-01755	absent
MGYG-HGUT-01756	absent
MGYG-HGUT-01757	absent
MGYG-HGUT-01758	absent
MGYG-HGUT-01759	present
MGYG-HGUT-01760	present
MGYG-HGUT-01761	absent
MGYG-HGUT-01762	present
MGYG-HGUT-01763	absent
MGYG-HGUT-01764	absent
MGYG-HGUT-01765	absent
MGYG-HGUT-01766	absent
MGYG-HGUT-01767	absent
MGYG-HGUT-01768	absent
MGYG-HGUT-01769	absent
MGYG-HGUT-01770	absent
MGYG-HGUT-01771	absent
MGYG-HGUT-01772	absent
MGYG-HGUT-01773	absent
MGYG-HGUT-01774	absent
MGYG-HGUT-01775	absent
MGYG-HGUT-01776	absent
MGYG-HGUT-01777	absent
MGYG-HGUT-01778	absent
MGYG-HGUT-01779	absent
MGYG-HGUT-01780	present
MGYG-HGUT-01781	present
MGYG-HGUT-01782	absent
MGYG-HGUT-01783	present
MGYG-HGUT-01784	present
MGYG-HGUT-01785	absent
MGYG-HGUT-01786	absent
MGYG-HGUT-01787	absent
MGYG-HGUT-01788	present
MGYG-HGUT-01789	present
MGYG-HGUT-01790	present
MGYG-HGUT-01791	absent
MGYG-HGUT-01792	absent
MGYG-HGUT-01793	absent
MGYG-HGUT-01794	absent
MGYG-HGUT-01795	present
MGYG-HGUT-01796	absent
MGYG-HGUT-01797	present
MGYG-HGUT-01798	present
MGYG-HGUT-01799	absent
MGYG-HGUT-01800	absent
MGYG-HGUT-01801	absent
MGYG-HGUT-01802	absent
MGYG-HGUT-01803	absent
